"ID";"DataNascimento";"Sexo";"TempodeServiço";"EstadoCivil";"NumerodeFilhos";"TempodeResidencia";"Conta";"salario";"data_atual";"faixa_salario";"default";"default1";"QtdaParcelas";"Atraso";"ValorEmprestimo";"QtdaPagas";"comprometido_de_renda"
"301";"1968/08/04 00:00:00";"Masculino";"78";"4";"3";"7";"Particular";"3150,0";"2021-11-14";"B";"Inadimplente";"1";"24";"Não";"840";"8";"0,2666666666666667"
"302";"1939/09/28 00:00:00";"Masculino";"78";"3";"0";"38";"Particular";"2235,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,3288590604026846"
"303";"1938/02/10 00:00:00";"Masculino";"78";"1";"0";"24";"Particular";"3525,0";"2021-11-14";"B";"Inadimplente";"1";"32";"Não";"1120";"11";"0,3177304964539007"
"304";"1945/09/28 00:00:00";"Feminino";"78";"1";"0";"12";"empresa";"2580,0";"2021-11-14";"A";"Inadimplente";"1";"19";"Sim";"665";"6";"0,2577519379844961"
"305";"1941/10/25 00:00:00";"Masculino";"77";"1";"0";"16";"Particular";"3075,0";"2021-11-14";"B";"Inadimplente";"1";"25";"Não";"875";"8";"0,2845528455284553"
"306";"1966/04/05 00:00:00";"Masculino";"77";"2";"4";"2";"Particular";"3075,0";"2021-11-14";"B";"Inadimplente";"1";"16";"Não";"560";"5";"0,1821138211382114"
"307";"1945/07/24 00:00:00";"Masculino";"77";"1";"0";"21";"Particular";"5000,0";"2021-11-14";"B";"Inadimplente";"1";"25";"Não";"875";"8";"0,1750000000000000"
"308";"1963/02/01 00:00:00";"Masculino";"77";"2";"6";"3";"Particular";"3450,0";"2021-11-14";"B";"Inadimplente";"1";"20";"Não";"700";"7";"0,2028985507246377"
"309";"1964/07/19 00:00:00";"Masculino";"77";"1";"0";"1";"Particular";"2625,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Sim";"735";"7";"0,2800000000000000"
"310";"1964/03/23 00:00:00";"Masculino";"77";"2";"3";"1";"Particular";"4487,5";"2021-11-14";"B";"Inadimplente";"1";"24";"Não";"840";"8";"0,1871866295264624"
"311";"1951/02/15 00:00:00";"Feminino";"77";"3";"0";"7";"empresa";"2250,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,3266666666666667"
"312";"1963/03/12 00:00:00";"Feminino";"77";"3";"0";"5";"empresa";"2565,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Sim";"700";"7";"0,2729044834307992"
"313";"1969/10/25 00:00:00";"Feminino";"77";"1";"0";"12";"empresa";"2130,0";"2021-11-14";"A";"Inadimplente";"1";"25";"Não";"875";"8";"0,4107981220657277"
"314";"1966/11/24 00:00:00";"Feminino";"77";"1";"0";"10";"empresa";"2985,0";"2021-11-14";"A";"Inadimplente";"1";"19";"Não";"665";"6";"0,2227805695142379"
"315";"1969/09/19 00:00:00";"Feminino";"77";"2";"3";"4";"empresa";"3450,0";"2021-11-14";"B";"Inadimplente";"1";"19";"Sim";"665";"6";"0,1927536231884058"
"316";"1960/01/14 00:00:00";"Masculino";"77";"2";"0";"5";"Particular";"2775,0";"2021-11-14";"A";"Inadimplente";"1";"26";"Não";"910";"9";"0,3279279279279279"
"317";"1969/02/27 00:00:00";"Masculino";"77";"3";"0";"0";"Particular";"2775,0";"2021-11-14";"A";"Inadimplente";"1";"24";"Não";"840";"8";"0,3027027027027027"
"318";"1961/02/19 00:00:00";"Masculino";"76";"3";"0";"0";"Particular";"4875,0";"2021-11-14";"B";"Inadimplente";"1";"17";"Sim";"595";"6";"0,1220512820512820"
"319";"1966/03/02 00:00:00";"Masculino";"76";"2";"6";"27";"Particular";"4341,0";"2021-11-14";"B";"Inadimplente";"1";"20";"Não";"700";"7";"0,1612531674729325"
"320";"1936/11/10 00:00:00";"Masculino";"76";"1";"0";"23";"Particular";"2205,0";"2021-11-14";"A";"Inadimplente";"1";"22";"Sim";"770";"7";"0,3492063492063492"
"321";"1953/10/26 00:00:00";"Feminino";"76";"3";"0";"9";"empresa";"2205,0";"2021-11-14";"A";"Inadimplente";"1";"27";"Sim";"945";"9";"0,4285714285714285"
"322";"1938/03/02 00:00:00";"Feminino";"76";"3";"0";"46";"empresa";"2250,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Sim";"700";"7";"0,3111111111111111"
"323";"1967/05/13 00:00:00";"Feminino";"76";"1";"0";"0";"empresa";"2550,0";"2021-11-14";"A";"Inadimplente";"1";"17";"Não";"595";"6";"0,2333333333333333"
"324";"1966/10/14 00:00:00";"Feminino";"76";"1";"0";"1";"empresa";"2916,0";"2021-11-14";"A";"Inadimplente";"1";"25";"Não";"875";"8";"0,3000685871056241"
"325";"1934/11/04 00:00:00";"Feminino";"76";"2";"0";"17";"empresa";"1680,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Não";"700";"7";"0,4166666666666667"
"326";"1958/07/24 00:00:00";"Masculino";"76";"4";"3";"2";"Particular";"2955,0";"2021-11-14";"A";"Inadimplente";"1";"18";"Não";"630";"6";"0,2131979695431472"
"327";"1965/03/02 00:00:00";"Masculino";"76";"1";"3";"13";"Particular";"2670,0";"2021-11-14";"A";"Inadimplente";"1";"18";"Não";"630";"6";"0,2359550561797753"
"328";"1952/10/25 00:00:00";"Masculino";"75";"1";"0";"12";"Particular";"5500,0";"2021-11-14";"C";"Inadimplente";"1";"20";"Sim";"700";"7";"0,1272727272727273"
"329";"1958/08/24 00:00:00";"Masculino";"75";"1";"0";"37";"Particular";"6250,0";"2021-11-14";"C";"Inadimplente";"1";"21";"Não";"735";"7";"0,1176000000000000"
"330";"1959/05/09 00:00:00";"Masculino";"75";"4";"0";"3";"Particular";"2730,0";"2021-11-14";"A";"Inadimplente";"1";"26";"Não";"910";"9";"0,3333333333333333"
"331";"1942/02/04 00:00:00";"Feminino";"75";"2";"3";"4";"empresa";"2445,0";"2021-11-14";"A";"Inadimplente";"1";"31";"Não";"1085";"10";"0,4437627811860941"
"332";"1964/05/10 00:00:00";"Feminino";"75";"4";"3";"2";"empresa";"3300,0";"2021-11-14";"B";"Inadimplente";"1";"15";"Não";"525";"5";"0,1590909090909091"
"333";"1965/01/26 00:00:00";"Feminino";"75";"3";"0";"23";"empresa";"3705,0";"2021-11-14";"B";"Inadimplente";"1";"23";"Não";"805";"8";"0,2172739541160594"
"334";"1966/05/09 00:00:00";"Feminino";"75";"1";"0";"0";"empresa";"2445,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Não";"700";"7";"0,2862985685071575"
"335";"1930/02/26 00:00:00";"Masculino";"74";"1";"0";"2";"Particular";"3195,0";"2021-11-14";"B";"Inadimplente";"1";"24";"Não";"840";"8";"0,2629107981220657"
"336";"1964/01/10 00:00:00";"Masculino";"74";"1";"0";"19";"Particular";"4725,0";"2021-11-14";"B";"Inadimplente";"1";"15";"Sim";"525";"5";"0,1111111111111111"
"337";"1970/01/27 00:00:00";"Feminino";"74";"2";"4";"35";"empresa";"2610,0";"2021-11-14";"A";"Inadimplente";"1";"23";"Não";"805";"8";"0,3084291187739464"
"338";"1938/08/12 00:00:00";"Feminino";"74";"1";"0";"8";"empresa";"1590,0";"2021-11-14";"A";"Inadimplente";"1";"30";"Não";"1050";"10";"0,6603773584905660"
"339";"1942/11/07 00:00:00";"Feminino";"74";"2";"6";"15";"empresa";"2370,0";"2021-11-14";"A";"Inadimplente";"1";"22";"Não";"770";"7";"0,3248945147679325"
"340";"1934/05/06 00:00:00";"Feminino";"74";"1";"0";"15";"empresa";"2175,0";"2021-11-14";"A";"Inadimplente";"1";"17";"Não";"595";"6";"0,2735632183908046"
"341";"1945/01/20 00:00:00";"Masculino";"74";"2";"3";"23";"Particular";"5940,0";"2021-11-14";"C";"Inadimplente";"1";"23";"Não";"805";"8";"0,1355218855218855"
"342";"1948/06/01 00:00:00";"Feminino";"74";"3";"0";"2";"empresa";"2445,0";"2021-11-14";"A";"Inadimplente";"1";"17";"Não";"595";"6";"0,2433537832310838"
"343";"1953/06/09 00:00:00";"Masculino";"73";"3";"0";"24";"Particular";"10350,0";"2021-11-14";"D";"Inadimplente";"1";"26";"Não";"910";"9";"0,0879227053140097"
"344";"1963/10/13 00:00:00";"Masculino";"73";"1";"0";"5";"Particular";"3570,0";"2021-11-14";"B";"Inadimplente";"1";"20";"Não";"700";"7";"0,1960784313725490"
"345";"1969/05/05 00:00:00";"Feminino";"73";"1";"0";"25";"empresa";"2220,0";"2021-11-14";"A";"Inadimplente";"1";"26";"Não";"910";"9";"0,4099099099099099"
"346";"1968/08/16 00:00:00";"Feminino";"73";"2";"3";"0";"empresa";"2295,0";"2021-11-14";"A";"Inadimplente";"1";"14";"Não";"490";"5";"0,2135076252723312"
"347";"1944/08/10 00:00:00";"Feminino";"73";"2";"0";"2";"empresa";"2310,0";"2021-11-14";"A";"Inadimplente";"1";"28";"Não";"980";"9";"0,4242424242424243"
"348";"1962/06/11 00:00:00";"Feminino";"73";"3";"0";"4";"empresa";"5675,0";"2021-11-14";"C";"Inadimplente";"1";"14";"Não";"490";"5";"0,0863436123348018"
"349";"1938/03/22 00:00:00";"Feminino";"73";"3";"0";"0";"empresa";"2910,0";"2021-11-14";"A";"Inadimplente";"1";"23";"Não";"805";"8";"0,2766323024054983"
"350";"1939/04/21 00:00:00";"Feminino";"73";"2";"6";"14";"empresa";"3765,0";"2021-11-14";"B";"Inadimplente";"1";"17";"Não";"595";"6";"0,1580345285524568"
"351";"1966/01/27 00:00:00";"Feminino";"73";"1";"0";"17";"empresa";"2790,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,2634408602150538"
"352";"1933/11/26 00:00:00";"Feminino";"73";"3";"0";"5";"empresa";"2115,0";"2021-11-14";"A";"Inadimplente";"1";"27";"Não";"945";"9";"0,4468085106382979"
"353";"1955/03/10 00:00:00";"Masculino";"73";"3";"0";"7";"Particular";"3120,0";"2021-11-14";"B";"Inadimplente";"1";"27";"Não";"945";"9";"0,3028846153846154"
"354";"1946/05/08 00:00:00";"Feminino";"73";"1";"0";"1";"empresa";"2055,0";"2021-11-14";"A";"Inadimplente";"1";"24";"Não";"840";"8";"0,4087591240875912"
"355";"1961/05/19 00:00:00";"Masculino";"72";"1";"0";"23";"Particular";"2595,0";"2021-11-14";"A";"Inadimplente";"1";"24";"Não";"840";"8";"0,3236994219653179"
"356";"1965/11/10 00:00:00";"Masculino";"72";"2";"0";"6";"Particular";"2835,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,2592592592592592"
"357";"1932/01/18 00:00:00";"Feminino";"72";"4";"3";"6";"empresa";"1770,0";"2021-11-14";"A";"Inadimplente";"1";"32";"Não";"1120";"11";"0,6327683615819210"
"358";"1944/04/11 00:00:00";"Feminino";"72";"1";"3";"22";"empresa";"2355,0";"2021-11-14";"A";"Inadimplente";"1";"19";"Sim";"665";"6";"0,2823779193205945"
"359";"1941/06/12 00:00:00";"Feminino";"72";"1";"0";"15";"empresa";"1995,0";"2021-11-14";"A";"Inadimplente";"1";"25";"Não";"875";"8";"0,4385964912280702"
"360";"1968/08/11 00:00:00";"Feminino";"72";"1";"0";"3";"empresa";"2940,0";"2021-11-14";"A";"Inadimplente";"1";"16";"Não";"560";"5";"0,1904761904761905"
"361";"1966/06/09 00:00:00";"Feminino";"72";"4";"0";"4";"empresa";"2880,0";"2021-11-14";"A";"Inadimplente";"1";"25";"Não";"875";"8";"0,3038194444444444"
"362";"1937/04/08 00:00:00";"Feminino";"72";"2";"3";"29";"empresa";"1695,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Não";"700";"7";"0,4129793510324484"
"363";"1954/06/03 00:00:00";"Masculino";"72";"4";"3";"5";"Particular";"3570,0";"2021-11-14";"B";"Inadimplente";"1";"21";"Sim";"735";"7";"0,2058823529411765"
"364";"1947/03/26 00:00:00";"Feminino";"72";"3";"0";"21";"empresa";"1740,0";"2021-11-14";"A";"Inadimplente";"1";"24";"Não";"840";"8";"0,4827586206896552"
"365";"1948/10/16 00:00:00";"Feminino";"72";"1";"0";"43";"empresa";"2145,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,3426573426573427"
"366";"1961/03/21 00:00:00";"Feminino";"72";"1";"0";"12";"empresa";"2475,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Sim";"700";"7";"0,2828282828282828"
"367";"1942/05/22 00:00:00";"Feminino";"72";"1";"0";"8";"empresa";"1695,0";"2021-11-14";"A";"Inadimplente";"1";"25";"Não";"875";"8";"0,5162241887905604"
"368";"1943/07/20 00:00:00";"Feminino";"72";"2";"4";"20";"empresa";"2610,0";"2021-11-14";"A";"Inadimplente";"1";"19";"Não";"665";"6";"0,2547892720306513"
"369";"1967/11/14 00:00:00";"Masculino";"71";"1";"0";"12";"Particular";"2805,0";"2021-11-14";"A";"Inadimplente";"1";"19";"Sim";"665";"6";"0,2370766488413547"
"370";"1963/01/20 00:00:00";"Feminino";"71";"2";"6";"3";"empresa";"3660,0";"2021-11-14";"B";"Inadimplente";"1";"26";"Não";"910";"9";"0,2486338797814208"
"371";"1966/04/05 00:00:00";"Feminino";"71";"1";"0";"2";"empresa";"5812,5";"2021-11-14";"C";"Inadimplente";"1";"24";"Não";"840";"8";"0,1445161290322581"
"372";"1935/08/22 00:00:00";"Masculino";"70";"2";"3";"5";"Particular";"2130,0";"2021-11-14";"A";"Inadimplente";"1";"17";"Sim";"595";"6";"0,2793427230046948"
"373";"1949/10/29 00:00:00";"Masculino";"70";"3";"0";"9";"Particular";"2250,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Não";"700";"7";"0,3111111111111111"
"374";"1967/07/26 00:00:00";"Masculino";"70";"3";"0";"21";"Particular";"2940,0";"2021-11-14";"A";"Inadimplente";"1";"22";"Sim";"770";"7";"0,2619047619047619"
"375";"1966/10/08 00:00:00";"Masculino";"70";"1";"0";"1";"Particular";"2745,0";"2021-11-14";"A";"Inadimplente";"1";"27";"Sim";"945";"9";"0,3442622950819672"
"376";"1964/10/09 00:00:00";"Masculino";"70";"1";"0";"24";"Particular";"2985,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Sim";"700";"7";"0,2345058626465662"
"377";"1965/11/29 00:00:00";"Masculino";"70";"2";"3";"8";"Particular";"2535,0";"2021-11-14";"A";"Inadimplente";"1";"17";"Não";"595";"6";"0,2347140039447732"
"378";"1930/09/21 00:00:00";"Feminino";"70";"2";"0";"31";"empresa";"1575,0";"2021-11-14";"A";"Inadimplente";"1";"25";"Não";"875";"8";"0,5555555555555556"
"379";"1938/05/12 00:00:00";"Feminino";"70";"3";"0";"5";"empresa";"1965,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Não";"700";"7";"0,3562340966921120"
"380";"1941/02/22 00:00:00";"Feminino";"70";"3";"0";"18";"empresa";"2100,0";"2021-11-14";"A";"Inadimplente";"1";"18";"Não";"630";"6";"0,3000000000000000"
"381";"1946/07/15 00:00:00";"Masculino";"70";"2";"6";"1";"Particular";"2700,0";"2021-11-14";"A";"Inadimplente";"1";"18";"Não";"630";"6";"0,2333333333333333"
"382";"1959/10/20 00:00:00";"Masculino";"70";"1";"0";"6";"Particular";"2400,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Sim";"700";"7";"0,2916666666666667"
"383";"1961/06/03 00:00:00";"Masculino";"70";"3";"0";"10";"Particular";"7850,0";"2021-11-14";"D";"Inadimplente";"1";"21";"Não";"735";"7";"0,0936305732484076"
"384";"1955/11/11 00:00:00";"Feminino";"70";"3";"0";"6";"empresa";"2085,0";"2021-11-14";"A";"Inadimplente";"1";"26";"Não";"910";"9";"0,4364508393285372"
"385";"1930/10/01 00:00:00";"Masculino";"69";"1";"0";"18";"Particular";"3000,0";"2021-11-14";"A";"Inadimplente";"1";"31";"Não";"1085";"10";"0,3616666666666667"
"386";"1934/08/18 00:00:00";"Masculino";"69";"1";"0";"34";"Particular";"2850,0";"2021-11-14";"A";"Inadimplente";"1";"15";"Não";"525";"5";"0,1842105263157895"
"387";"1965/02/03 00:00:00";"Masculino";"69";"2";"0";"15";"Particular";"6500,0";"2021-11-14";"C";"Inadimplente";"1";"23";"Não";"805";"8";"0,1238461538461538"
"388";"1959/01/02 00:00:00";"Masculino";"69";"4";"3";"24";"Particular";"3015,0";"2021-11-14";"B";"Inadimplente";"1";"20";"Não";"700";"7";"0,2321724709784411"
"389";"1959/04/15 00:00:00";"Masculino";"69";"1";"3";"7";"Particular";"6687,5";"2021-11-14";"C";"Inadimplente";"1";"24";"Não";"840";"8";"0,1256074766355140"
"390";"1968/11/09 00:00:00";"Feminino";"69";"1";"0";"10";"empresa";"2415,0";"2021-11-14";"A";"Inadimplente";"1";"15";"Sim";"525";"5";"0,2173913043478261"
"391";"1969/01/12 00:00:00";"Feminino";"69";"1";"0";"2";"empresa";"2445,0";"2021-11-14";"A";"Inadimplente";"1";"23";"Não";"805";"8";"0,3292433537832311"
"392";"1970/05/12 00:00:00";"Feminino";"69";"4";"0";"18";"empresa";"2160,0";"2021-11-14";"A";"Inadimplente";"1";"30";"Não";"1050";"10";"0,4861111111111111"
"393";"1969/06/24 00:00:00";"Feminino";"69";"2";"3";"12";"empresa";"2790,0";"2021-11-14";"A";"Inadimplente";"1";"22";"Não";"770";"7";"0,2759856630824373"
"394";"1970/02/04 00:00:00";"Feminino";"69";"4";"3";"12";"empresa";"2910,0";"2021-11-14";"A";"Inadimplente";"1";"17";"Não";"595";"6";"0,2044673539518900"
"395";"1970/03/09 00:00:00";"Feminino";"69";"3";"0";"22";"empresa";"2265,0";"2021-11-14";"A";"Inadimplente";"1";"23";"Não";"805";"8";"0,3554083885209713"
"396";"1970/08/17 00:00:00";"Feminino";"69";"1";"0";"34";"empresa";"2085,0";"2021-11-14";"A";"Inadimplente";"1";"17";"Não";"595";"6";"0,2853717026378897"
"397";"1970/01/17 00:00:00";"Feminino";"69";"1";"0";"19";"empresa";"2295,0";"2021-11-14";"A";"Inadimplente";"1";"26";"Não";"910";"9";"0,3965141612200436"
"398";"1970/11/21 00:00:00";"Feminino";"69";"1";"0";"4";"empresa";"3060,0";"2021-11-14";"B";"Inadimplente";"1";"20";"Não";"700";"7";"0,2287581699346405"
"399";"1970/02/06 00:00:00";"Feminino";"69";"2";"4";"0";"empresa";"2040,0";"2021-11-14";"A";"Inadimplente";"1";"26";"Não";"910";"9";"0,4460784313725490"
"400";"1969/08/06 00:00:00";"Feminino";"69";"1";"0";"18";"empresa";"2385,0";"2021-11-14";"A";"Inadimplente";"1";"14";"Não";"490";"5";"0,2054507337526205"
"401";"1970/03/14 00:00:00";"Feminino";"69";"2";"6";"5";"empresa";"2280,0";"2021-11-14";"A";"Inadimplente";"1";"28";"Não";"980";"9";"0,4298245614035088"
"402";"1970/02/07 00:00:00";"Feminino";"69";"1";"0";"0";"empresa";"2070,0";"2021-11-14";"A";"Inadimplente";"1";"14";"Não";"490";"5";"0,2367149758454106"
"403";"1970/04/28 00:00:00";"Feminino";"69";"2";"3";"16";"empresa";"2130,0";"2021-11-14";"A";"Inadimplente";"1";"23";"Não";"805";"8";"0,3779342723004695"
"404";"1953/05/01 00:00:00";"Feminino";"69";"3";"0";"3";"empresa";"2430,0";"2021-11-14";"A";"Inadimplente";"1";"17";"Não";"595";"6";"0,2448559670781893"
"405";"1944/07/12 00:00:00";"Feminino";"69";"3";"0";"4";"empresa";"1965,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,3740458015267176"
"406";"1965/10/05 00:00:00";"Masculino";"68";"1";"0";"28";"Particular";"6000,0";"2021-11-14";"C";"Inadimplente";"1";"27";"Não";"945";"9";"0,1575000000000000"
"407";"1965/09/06 00:00:00";"Masculino";"68";"1";"0";"20";"Particular";"3030,0";"2021-11-14";"B";"Inadimplente";"1";"27";"Não";"945";"9";"0,3118811881188119"
"408";"1964/02/12 00:00:00";"Masculino";"68";"2";"3";"29";"Particular";"6125,0";"2021-11-14";"C";"Inadimplente";"1";"24";"Não";"840";"8";"0,1371428571428571"
"409";"1962/11/21 00:00:00";"Masculino";"68";"2";"0";"35";"Particular";"3600,0";"2021-11-14";"B";"Inadimplente";"1";"24";"Não";"840";"8";"0,2333333333333333"
"410";"1942/01/09 00:00:00";"Feminino";"68";"3";"0";"16";"empresa";"2520,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,2916666666666667"
"411";"1931/08/21 00:00:00";"Feminino";"68";"3";"0";"6";"empresa";"1620,0";"2021-11-14";"A";"Inadimplente";"1";"32";"Não";"1120";"11";"0,6913580246913580"
"412";"1970/06/16 00:00:00";"Feminino";"68";"2";"6";"7";"empresa";"2280,0";"2021-11-14";"A";"Inadimplente";"1";"19";"Sim";"665";"6";"0,2916666666666667"
"413";"1966/03/13 00:00:00";"Feminino";"68";"1";"0";"8";"empresa";"4350,0";"2021-11-14";"B";"Inadimplente";"1";"25";"Não";"875";"8";"0,2011494252873563"
"414";"1961/01/08 00:00:00";"Masculino";"68";"3";"0";"10";"Particular";"3030,0";"2021-11-14";"B";"Inadimplente";"1";"16";"Não";"560";"5";"0,1848184818481848"
"415";"1963/05/02 00:00:00";"Masculino";"68";"3";"0";"34";"Particular";"3195,0";"2021-11-14";"B";"Inadimplente";"1";"25";"Não";"875";"8";"0,2738654147104851"
"416";"1965/01/16 00:00:00";"Masculino";"67";"1";"0";"28";"Particular";"3525,0";"2021-11-14";"B";"Inadimplente";"1";"20";"Não";"700";"7";"0,1985815602836880"
"417";"1967/07/22 00:00:00";"Masculino";"67";"1";"0";"2";"Particular";"3780,0";"2021-11-14";"B";"Inadimplente";"1";"21";"Sim";"735";"7";"0,1944444444444444"
"418";"1965/06/05 00:00:00";"Masculino";"67";"2";"0";"5";"Particular";"3120,0";"2021-11-14";"B";"Inadimplente";"1";"24";"Não";"840";"8";"0,2692307692307692"
"419";"1964/10/20 00:00:00";"Masculino";"67";"4";"3";"0";"Particular";"2940,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,2500000000000000"
"420";"1957/07/16 00:00:00";"Masculino";"67";"1";"3";"13";"Particular";"7000,0";"2021-11-14";"C";"Inadimplente";"1";"20";"Sim";"700";"7";"0,1000000000000000"
"421";"1961/11/01 00:00:00";"Masculino";"67";"1";"0";"2";"Particular";"3390,0";"2021-11-14";"B";"Inadimplente";"1";"25";"Não";"875";"8";"0,2581120943952802"
"422";"1963/07/20 00:00:00";"Masculino";"67";"1";"0";"15";"Particular";"2715,0";"2021-11-14";"A";"Inadimplente";"1";"19";"Não";"665";"6";"0,2449355432780847"
"423";"1936/04/26 00:00:00";"Feminino";"67";"4";"0";"15";"empresa";"2220,0";"2021-11-14";"A";"Inadimplente";"1";"19";"Sim";"665";"6";"0,2995495495495495"
"424";"1966/07/06 00:00:00";"Feminino";"67";"2";"3";"1";"empresa";"3135,0";"2021-11-14";"B";"Inadimplente";"1";"26";"Não";"910";"9";"0,2902711323763955"
"425";"1942/01/26 00:00:00";"Feminino";"67";"4";"3";"8";"empresa";"2085,0";"2021-11-14";"A";"Inadimplente";"1";"24";"Não";"840";"8";"0,4028776978417266"
"426";"1952/10/27 00:00:00";"Masculino";"67";"3";"0";"16";"Particular";"3330,0";"2021-11-14";"B";"Inadimplente";"1";"17";"Sim";"595";"6";"0,1786786786786787"
"427";"1942/04/21 00:00:00";"Masculino";"67";"1";"0";"12";"Particular";"2625,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Não";"700";"7";"0,2666666666666667"
"428";"1964/02/28 00:00:00";"Masculino";"67";"1";"0";"12";"Particular";"3195,0";"2021-11-14";"B";"Inadimplente";"1";"22";"Sim";"770";"7";"0,2410015649452269"
"429";"1946/08/13 00:00:00";"Masculino";"67";"1";"0";"0";"Particular";"3000,0";"2021-11-14";"A";"Inadimplente";"1";"27";"Sim";"945";"9";"0,3150000000000000"
"430";"1956/04/29 00:00:00";"Masculino";"67";"2";"4";"12";"Particular";"6625,0";"2021-11-14";"C";"Inadimplente";"1";"20";"Sim";"700";"7";"0,1056603773584906"
"431";"1959/01/15 00:00:00";"Masculino";"66";"1";"0";"5";"Particular";"8625,0";"2021-11-14";"D";"Inadimplente";"1";"17";"Não";"595";"6";"0,0689855072463768"
"432";"1964/03/12 00:00:00";"Masculino";"66";"2";"6";"2";"Particular";"3075,0";"2021-11-14";"B";"Inadimplente";"1";"25";"Não";"875";"8";"0,2845528455284553"
"433";"1966/11/15 00:00:00";"Masculino";"66";"1";"0";"30";"Particular";"3354,0";"2021-11-14";"B";"Inadimplente";"1";"20";"Não";"700";"7";"0,2087060226595110"
"435";"1964/05/24 00:00:00";"Masculino";"66";"3";"0";"2";"Particular";"4035,0";"2021-11-14";"B";"Inadimplente";"1";"18";"Não";"630";"6";"0,1561338289962825"
"436";"1965/05/27 00:00:00";"Masculino";"66";"3";"0";"7";"Particular";"3027,0";"2021-11-14";"B";"Inadimplente";"1";"20";"Sim";"700";"7";"0,2312520647505781"
"437";"1933/09/04 00:00:00";"Masculino";"66";"1";"0";"5";"Particular";"2625,0";"2021-11-14";"A";"Inadimplente";"1";"21";"Não";"735";"7";"0,2800000000000000"
"438";"1964/10/11 00:00:00";"Masculino";"66";"1";"0";"0";"Particular";"3240,0";"2021-11-14";"B";"Inadimplente";"1";"26";"Não";"910";"9";"0,2808641975308642"
"439";"1970/06/25 00:00:00";"Feminino";"66";"2";"3";"7";"empresa";"2040,0";"2021-11-14";"A";"Inadimplente";"1";"31";"Não";"1085";"10";"0,5318627450980392"
"440";"1947/11/10 00:00:00";"Feminino";"66";"2";"0";"28";"empresa";"2415,0";"2021-11-14";"A";"Inadimplente";"1";"15";"Não";"525";"5";"0,2173913043478261"
"441";"1949/08/02 00:00:00";"Feminino";"66";"3";"0";"0";"empresa";"2385,0";"2021-11-14";"A";"Inadimplente";"1";"23";"Não";"805";"8";"0,3375262054507338"
"442";"1968/09/18 00:00:00";"Feminino";"66";"3";"0";"2";"empresa";"2970,0";"2021-11-14";"A";"Inadimplente";"1";"20";"Não";"700";"7";"0,2356902356902357"
"443";"1929/02/10 00:00:00";"Feminino";"66";"2";"6";"6";"empresa";"2160,0";"2021-11-14";"A";"Inadimplente";"1";"24";"Não";"840";"8";"0,3888888888888889"
"444";"1961/09/16 00:00:00";"Feminino";"66";"1";"0";"10";"empresa";"2445,0";"2021-11-14";"A";"Inadimplente";"1";"15";"Sim";"525";"5";"0,2147239263803681"
"445";"1963/08/04 00:00:00";"Masculino";"66";"3";"0";"29";"Particular";"2805,0";"2021-11-14";"A";"Inadimplente";"1";"23";"Não";"805";"8";"0,2869875222816399"
"446";"1958/08/03 00:00:00";"Masculino";"66";"3";"0";"20";"Particular";"10000,0";"2021-11-14";"D";"Inadimplente";"1";"30";"Não";"1050";"10";"0,1050000000000000"
"447";"1961/07/02 00:00:00";"Masculino";"66";"1";"0";"29";"Particular";"4900,0";"2021-11-14";"B";"Inadimplente";"1";"22";"Não";"770";"7";"0,1571428571428571"
"448";"1933/06/05 00:00:00";"Feminino";"66";"1";"0";"9";"empresa";"1635,0";"2021-11-14";"A";"Inadimplente";"1";"17";"Não";"595";"6";"0,3639143730886850"
"449";"1966/01/02 00:00:00";"Masculino";"65";"2";"0";"10";"Particular";"7000,0";"2021-11-14";"C";"Inadimplente";"1";"23";"Não";"805";"8";"0,1150000000000000"
"450";"1954/07/21 00:00:00";"Masculino";"65";"4";"3";"12";"Particular";"5500,0";"2021-11-14";"C";"Inadimplente";"1";"17";"Não";"595";"6";"0,1081818181818182"
"451";"1969/07/19 00:00:00";"Masculino";"65";"1";"3";"5";"Particular";"2850,0";"2021-11-14";"A";"Inadimplente";"1";"26";"Não";"910";"9";"0,3192982456140351"
